Job title,Salary,Job description,Requirements,URL,Company
НЯГТЛАН БОДОГЧ,"2,100,000-2,500,000 ₮","Нягтлан бодох бүртгэлийг холбогдох хууль тогтоомжийн дагуу бүртгэж, тайлагнахКомпанийн удирдлага болон холбогдох газар албадыг санхүү, НББ-ийн шаардлагатай мэдээллээр хангах, дэмжлэг үзүүлэх","Нягтлан бодох бүртгэл, санхүүгийн чиглэлээр их дээд сургууль төгссөн;Мэргэжлээрээ 2 дээш жил ажилласан туршлагатай;Санхүүгийн болон хэрэглээний программууд дээр ажиллах чадвартай;Багаар ажиллах чадвар сайтай;Хариуцлагатай, хувийн зохион байгуулалт сайн;Эерэг хандлагатай",https://www.zangia.mn/job/_psslwzjo3z,Каппэ Бэнэ Монголиа ХХК
ТҮГЭЭЛТИЙН ТУСЛАХ АЖИЛТАН,"2,100,000-2,500,000 ₮","Захиалгын дагуу бараа бүтээгдэхүүнийг хүлээн авахХарилцагч байгууллагад бараа бүтээгдэхүүнийг бүрэн бүтэн хүлээлгэж өгөхБараа бүтээгдэхүүнийг зөөж тээвэрлэх, хадгалах, өрж хураах стандартын дагуу агуулах болон худалдааны танхимд байршуулах","-Идэвхи санаачлага, эерэг хандлагатай байх-Өргөх зөөх болон бие бялдарын чадвартай байх-Зөв боловсон харилцах, бусдыг сонсох чадвартай байх-Тооцоолон бодох чадвартай байх",https://www.zangia.mn/job/_aj3i6etxsn,Макс Групп
НЯГТЛАН БОДОГЧ /Шинэ төгсөгч байж болно/,"1,500,000-1,800,000 ₮","Нягтлан бодох бүртгэлийг холбогдох хууль тогтоомжийн дагуу бүртгэж, тайлагнахКомпанийн удирдлага болон холбогдох газар албадыг санхүү, НББ-ийн шаардлагатай мэдээллээр хангах, дэмжлэг үзүүлэх","Нягтлан бодох бүртгэл, санхүүгийн чиглэлээр их дээд сургууль төгссөн;Санхүүгийн болон хэрэглээний программууд дээр ажиллах чадвартай;Багаар ажиллах чадвар сайтай;Хурдтай, ажлын гүйцэтгэл сайтай;Хариуцлагатай, хувийн зохион байгуулалт сайн;Эерэг хандлагатай",https://www.zangia.mn/job/_6d1o+-jzcg,Каппэ Бэнэ Монголиа ХХК
Сургалтын менежер,"3,000,000-3,500,000 ₮ | Тохиролцоно","• Бизнесийн зорилго, олон улсын чиг хандлагатай уялдуулан ажилтнуудын ур чадвар, мэдлэг туршлагыг тасралтгүй сайжруулахад дэмжлэг үзүүлэх• Сургалтын хэрэгцээ тодорхойлж, сургалтын хөтөлбөр боловсруулан сургалтаа зохион байгуулж, үр дүнг нь тогтмол хэмжин сайжруулалт хийх• Ажилтны оролцоо сэтгэл ханамжийг дээшлүүлэх ажлуудыг санаачилж зохион байгуулах","Бакалавр болон түүнээс дээш зэрэгтэй Бизнесийн удирдлага, Хүний нөөцийн удирдлага, Заах арга зүйн чиглэлээр их дээд сургууль төгссөнХүний нөөц, сургалт хөгжил, дижитал сургалтын чиглэлээр 1-с дээш жил ажилласан байхАнгли хэлний ахисан түвшний мэдлэгтэйХэрэглэгч, харилцагчийг дээдлэх чадвартайШинийг санаачлах, тасралтгүй хөгжих чадвартайӨөриймсөг сэтгэлгээтэйБагийг удирдан зохион байгуулах ур чадвартайХариуцлагатай, идэвхи санаачлагатайБагаар ажиллах чадвартай, хурдан шуурхай байхУдирдах чиглүүлэх, заах ур чадварБаримт бичиг боловсруулах ур чадварСудалгаа шинжилгээ хийж нэгтгэн дүгнэх ур чадвар",https://www.zangia.mn/job/_97nda2i_sx,Премиум Нэксус ХК
Салбарын менежер(Carrefour),"2,500,000-3,000,000 ₮","Дэлгүүрийн өдөр тутмын хэвийн үйл ажиллагааг хангаж ажиллахДэлгүүрийн үйл ажиллагаатай холбоотой МУ-ын хууль дүрэм стандарт болон компанийн дотоод дүрэм журмыг хэрэгжүүлэх, хяналт тавихДэлгүүрийн борлуулалтын төлөвлөгөөний гүйцэтгэл, ашигт ажиллагааг хангаж ажиллах, борлуулалтыг нэмэгдүүлэх арга, санал санаачлага дэвшүүлэн хөтөлбөр боловсруулж хэрэгжүүлэхДэлгүүрийн ажилтнуудын ажлын гүйцэтгэлд хяналт тавьж, шууд удирдлагаар хангахАжилтнуудын хөдөлмөр зохион байгуулалтыг зүй зохистой төлөвлөн хяналт тавихАжилтнуудыг чиглүүлэх, зааж сурган хөгжүүлэх","Бизнесийн удирдлага, Худалдаа, Санхүү, Хүнсний чиглэлээр бакалавр болон түүнээс дээш зэрэгтэйХудалдаа , жижиглэн худалдааны салбарт 2-оос дээш жил ажиллаж байсан туршлагатайБаг удирдан ажиллаж байсан туршлагатайУдирдан зохион байгуулах ур чадвартайХарилцааны өндөр ур чадвартайКомпьютерийн хэрэглээний программыг бүрэн эзэмшсэнСудалгаа шинжилгээ хийж, тайлан танилцуулах чадвартайАсуудалд дүн шинжилгээ хийх, асуудал шийдвэрлэх ур чадвартай",https://www.zangia.mn/job/_a2giwnrs+f,Алтан Жолоо Трейд ХХК
Салбарын нягтлан бодогч,"2,500,000-3,000,000 ₮",- Салбарын тооллого тооцооны үйл ажиллагааг хариуцах- Санхүүгийн хяналтын тогтолцоог бүрдүүлэх- Хяналтын тооллого хийх- Ажилтнуудын өглөг авлагыг бүртгэх,"Нягтлан бодох бүртгэл чиглэлээр их дээд сургууль төгссөнХэрэглээний программууд дээр бүрэн  ажиллах чадвартайСэтгэн бодох чадвартайҮнэнч шударга, хариуцлагатайСуралцах өсөн дэвших хүсэл тэмүүлэлтэйШинэ төгсөгч байж болно.",https://www.zangia.mn/job/_swjhu-n+ni,Алтан Жолоо Трейд ХХК
"Нягтлан бодогч /ХУД, БГД/","2,500,000-3,000,000 ₮",- Салбарын тооллого тооцооны үйл ажиллагааг хариуцах- Санхүүгийн хяналтын тогтолцоог бүрдүүлэх- Хяналтын тооллого хийх- Ажилтнуудын өглөг авлагыг бүртгэх,"Нягтлан бодох бүртгэл чиглэлээр их дээд сургууль төгссөнХэрэглээний программууд дээр бүрэн  ажиллах чадвартайСэтгэн бодох чадвартайҮнэнч шударга, хариуцлагатайСуралцах өсөн дэвших хүсэл тэмүүлэлтэйШинэ төгсөгч байж болно.",https://www.zangia.mn/job/_1wpaeq2ufr,Алтан Жолоо Трейд ХХК
Нягтлан бодогч /Баянзүрхийн товчоо/,"2,500,000-3,000,000 ₮",- Салбарын тооллого тооцооны үйл ажиллагааг хариуцах- Санхүүгийн хяналтын тогтолцоог бүрдүүлэх- Хяналтын тооллого хийх- Ажилтнуудын өглөг авлагыг бүртгэх,"Нягтлан бодох бүртгэл чиглэлээр их дээд сургууль төгссөнХэрэглээний программууд дээр бүрэн  ажиллах чадвартайСэтгэн бодох чадвартайҮнэнч шударга, хариуцлагатайСуралцах өсөн дэвших хүсэл тэмүүлэлтэйШинэ төгсөгч байж болно.",https://www.zangia.mn/job/_24swtbgoot,Алтан Жолоо Трейд ХХК
Тасгийн менежер,"2,100,000-2,500,000 ₮","Дэлгүүрийн борлуулалтын төлөвлөгөөний зорилтыг хангаж ажиллах- Борлуулалтыг нэмэгдүүлэх арга замыг судлах, дүн шинжилгээ хийх- Хүнсний аюулгүй байдал, эрүүл ахуй, үйлчилгээний стандартуудыг хангаж ажиллах хяналт тавих- Тасгийн ажилтнуудад ажлын байрны заавар зөвлөгөө, чиглүүлэг өгөх- Тасгийн бараа бүтээгдэхүүний стандартын хэрэгжүүлэлтийг хангах, сайжруулах арга зам боловсруулах- Бусад ажлын байрны тодорхойлолтод заасан чиг үүргүүд","Бизнесийн удирдлага, Худалдаа,  Бараа судлал болон холбогдох  чиглэлээр их дээд сургуулийг бакалавр болон түүнээс зэрэгтэй суралцаж төгссөн байх;Удирдан зохион байгуулах, хамтран ажиллах чадвартайЖижиглэн худалдааны салбарт ажиллаж байсан туршлагатайХарилцааны чадвартай /Ойлгох, хүлээцтэй сонсох, нээлттэй харилцах гэх мэтКомпьютерийн хэрэглээний программыг бүрэн эзэмшсэн",https://www.zangia.mn/job/_p+er30i9og,Алтан Жолоо Трейд ХХК
Маркетингийн менежер ажилд авна. /Эмэгтэй/,"2,100,000-2,500,000 ₮ | Тохиролцоно",Бүтээгдэхүүнийг оновчтой байдлаар тайлбарлахКомпанийн нэрийн өмнөөс хамтран ажиллахШинээр баригдаж буй барилгын зах зээлд судалгаа хийж бүтээгдэхүүн танилцуулах,"Маркетинг, бизнесийн удирдлагын чиглэлээр баклавр болон түүнээс дээш зэрэгтэйХувийн зохион байгуулалт сайтайХэл ярианы чадвартайЗөв дүр төрхтэйМэргэжлээрээ ажиллаж байсан туршлагатайТогтвор суурьшилтай ажиллах хөдөлмөрч өөртөө итгэлтэй таныг урьж байна.",https://www.zangia.mn/job/_cey818y+2n,“Өсөх Гэгээ”ХХК
Үйл ажиллагааны менежер /БЗД/,"2,500,000-3,000,000 ₮","Дэлгүүрийн өдөр тутмын хэвийн үйл ажиллагааг хангаж ажиллахДэлгүүрийн үйл ажиллагаатай холбоотой МУ-ын хууль дүрэм стандарт болон компанийн дотоод дүрэм журмыг хэрэгжүүлэх, хяналт тавихДэлгүүрийн борлуулалтын төлөвлөгөөний гүйцэтгэл, ашигт ажиллагааг хангаж ажиллах, борлуулалтыг нэмэгдүүлэх арга, санал санаачлага дэвшүүлэн хөтөлбөр боловсруулж хэрэгжүүлэхДэлгүүрийн ажилтнуудын ажлын гүйцэтгэлд хяналт тавьж, шууд удирдлагаар хангахАжилтнуудын хөдөлмөр зохион байгуулалтыг зүй зохистой төлөвлөн хяналт тавихАжилтнуудыг чиглүүлэх, зааж сурган хөгжүүлэх","Бизнесийн удирдлага, Худалдаа, Санхүү, Хүнсний чиглэлээр бакалавр болон түүнээс дээш зэрэгтэйХудалдаа , жижиглэн худалдааны салбарт 3-аас дээш жил ажиллаж байсан туршлагатайБаг удирдан ажиллаж байсан туршлагатайУдирдан зохион байгуулах ур чадвартайХарилцааны өндөр ур чадвартайКомпьютерийн хэрэглээний программыг бүрэн эзэмшсэнСудалгаа шинжилгээ хийж, тайлан танилцуулах чадвартайАсуудалд дүн шинжилгээ хийх, асуудал шийдвэрлэх ур чадвартай",https://www.zangia.mn/job/_md_bkzwxvp,Алтан Жолоо Трейд ХХК
Гал тогооны туслах ажилтан (Оюу Толгой сайтад 14/14),"1,500,000-1,800,000 ₮","Ажлын байр бэлтгэхХүнсний түүхий эд хүлээн авах, хадгалахХоолны газрын тоног төхөөрөмжийг ажиллуулахХалуун хоолны зөөвөр болон сервисүүдийг дүүргэх","- Түргэн шуурхай, цэвэрч нямбай- Зөв боловсон зан харилцаа- Хамт олонч, эерэг уур амьсгал бүрдүүлэх, хамтарч багаар ажиллах чадвартай- Хувийн зохион байгуулалт сайтай- Удирдах ажилтны өгсөн үүрэг даалгаврыг хүлээж авах хэрэгжүүлэх чадвартай",https://www.zangia.mn/job/_8ydy2q895t,Блүфин Катеринг ХХК
ТУСЛАХ ДОТООД АУДИТОР,"2,500,000-3,000,000 ₮","Компанийн үйл ажиллагааны эрсдэлээс урьдчилан сэргийлэх, хөтөлбөрт хяналтыг санаачлах хэрэгжүүлэхАлба салбаруудын санхүүтэй холбогдох дүрэм журмыг мөрдүүлэхэд хяналт тавьж ажиллахСалбар компанийн бэлэн бүтээгдэхүүн, ТЭМ-ын акт устгалын бодитой байдлыг хангуулах, хяналт тавихХяналт шалгалттай холбоотой тайлан гаргах, танилцуулах","Санхүү, нягтлан бодох бүртгэл мэргэжилтэй, Аудит хосолсон бол давуу тал болно.Шинэ төгсөгч байж болноХөдөө орон нутагт томилолтоор ажиллах боломжтой байх.",https://www.zangia.mn/job/_c5vd08wfo8,Цахиур ХХК
Цахилгааны инженер,"2,500,000 - 3,000,000 ₮ | Тохиролцоно",Худалдааны төвийн барилгын цахилгаан хангамжийг хариуцна,Мэргэжлээрээ 5-аас дээш жил ажилласан,https://www.zangia.mn/job/_bo9i8__b18,Сандэй плаза Худалдааны төв
НЯРАВ,"1,500,000-1,800,000 ₮","Бэлэн бүтээгдэхүүн болон түүхий эд бараа материал хүлээн авах, хүлээлгэж өгөхТайлан гаргахАжлын байрны тодорхойлолтын дагуу","Санхүү, нягтлан бодох бүртгэлээр их дээд сургууль төгссөн.ХариуцлагатайӨсөн дэвших хүсэл эрмэлзлэлтэйАжлын туршлагатай бол давуу тал болно",https://www.zangia.mn/job/_q77myitpc0,Арвайн Үндэс ХХК
"Өрмийн туслах , зайлагч / УКС -22/","2,100,000-2,500,000 ₮ | Тохиролцоно",Шороо ордны УКС -22  өрөм дээр ажлын байрны тодорхойлолтын дагуу ажиллах,"УКС - 22 өрөм дээр ажиллаж байсанБагаар ажиллах , ачаалал даах  чадвартайТүргэн шуурхай хөдөлгөөнтэйЗан харилцааны доголдолгүйХувийн зохион байгуулалт сайтайТогтвор суурьшилтай ажиллахХөдөө орон нутагт ээлжээр ажиллах  боломжтой",https://www.zangia.mn/job/_8ncueg6p8y,Илт Гоулд ХХК
Нягтлан бодогч,"3,000,000 - 4,000,000 ₮","Байгууллагын өдөр тутмын бүртгэл хийх,Ажилтнуудын цалин бодох,Сар бүр төлөх шаардлагатай төлбөрүүдийг төлөх,Тайлан тооцоо гаргаж удирдлагад танилцуулах,Удирдлагыг байгууллагын санхүүгийн үнэн зөв бодитой мэдээллээр хангах,НББ-н баримтуудыг бүрдүүлж хадгалах, архивлах","Ерөнхий шаардлагаНББ чиглэлээр их дээд сургууль төгссөн,Мэргэжлээрээ ажилласан туршлагатай бол давуу тал болноХэрэглээний MS Office программууд дээр ажиллах чадвартай,Smart программ дээр ажилладаг бол давуу тал болно,Аливаа тоон мэдээлэлд дүн шинжилгээ хийх чадвартай,Хийсэн ажлаа тайлагнах чадвартай,Бие даан болон багаар ажиллах чадвартай,Хариуцлагатай, нямбай,Харилцаа, хандлага сайтай,Хурдан суралцдаг, цаашдаа сурч хөгжих хүсэл эрмэлзэлтэй.",https://www.zangia.mn/job/_9zkk98298u,Хай бокс
Итгэлцэл хариуцсан менежер,"3,500,000-4,000,000 ₮","Итгэлцлийн тоон төлөвлөгөөг хангах ажиллах.Итгэлцлийг нэмэгдүүлэх урамшууллын бодлого боловсруулах, хэрэгжүүлэх.Салбарын ажилтнуудад зориулсан сургалт бэлтгэх, сургалт хийх.Trust системийн сайжруулалтын хүсэлт шаардлагыг боловсруулах.Итгэлцлийн бүтээгдэхүүний хөгжүүлэлтийн санал боловсруулах, холбогдох хороонд танилцуулан шийдүүлэх.Everest системийн бүртгэл, бүртгэлтэй харилцагчийг мэдээллээр хангах, тайлагналыг гүйцэтгэх.Итгэлцлийн зайн хяналтыг тогтмол хийх, аудитаас гаргасан зөвлөмжийг ханган ажиллах.","Эдийн засаг, банк санхүү, нягтлан бодох бүртгэлийн чиглэлээр бакалаврын зэрэгтэй байх;Тооцоолол тоон үзүүлэлт боловсруулж, дүн шинжилгээ хийж тайлагнах чадвартай;Бүтээгдэхүүн үйлчилгээг харилцагчдад хүргэх харилцааны өндөр ур чадвартай;Англи хэлний бичгийн болон ярианы дундаас дээш түвшний мэдлэгтэй байх;Бүтээлч, шинийг эрэлхийлэгч;Эрх зүйн бичиг баримт, гэрээний төсөл бэлтгэх чадвартайБанк, санхүүгийн салбарт 3-с дээш ажиллаж байсан туршлагатай байх;Тогтвор суурьшилтай ажиллах, цаашид өсөж дэвших сонирхолтой;",https://www.zangia.mn/job/_ra30p_075s,Таван Богд Финанс ХХК
Кемп менежер,"3,000,000-3,500,000 ₮ | Тохиролцоно","Төслийн талбайд ажиллаж буй ажилтнуудын хоол үйлдвэрлэл, цэвэрлэгээ үйлчилгээ, хувцас угаалга, гадна тохижилт зэрэг  нийт ажилтнуудын амьдрах орчины тав тухыг хангах аж ахуйн бусад ажлуудыг удирдан зохион байгуулах;Төслийн удирдлага болон Захиргаа, хүний нөөцийн албанаас өгсөн үүрэг даалгаварыг кемп дээр хэрэгжүүлэх, кемпийн нийтийн объект, эд хөрөнгийн хадгалалт, хамгаалалтыг хариуцан ажиллах;Өөрийн удирдлагад ажиллаж буй ажилтнуудын цаг бүртгэлийн тайлан гаргах;Албан тушаалын тодорхойлолтод заасан бусад чиг үүрэг;","Кемп менежерээр  1-ээс доошгүй жил ажилласан туршлагатай;Бичиг хэргийн боловсруулалт, архивлалтыг зохих түвшинд хийх;Оффис программуудыг сайн эзэмшсэн байх;Эерэг зөв хандлагатай, удирдан зохион байгуулах, түргэн шийдвэр гаргах чадвартай;Англи хэлний анхан шатны мэдлэгтэй;Хөдөө орон нутагт байрлан, ээлжээр ажиллах боломжтой;",https://www.zangia.mn/job/_5j3k-2f85v,Арж капитал ХХК
Хөрш орнуудын тээвэр хариуцсан мэргэжилтэн,"2,100,000-2,500,000 ₮","Монголын нутгаар дамжин өнгөрч буй ачааны тээвэр, шилжүүлэн ачилтыг зохион байгуулах, замын турш хянахГэрээний дагуу өдөр бүр замд явж байгаа ачаануудын талаар хүлээн авагчид, нийлүүлэгчид болон харилцагч агентуудад түргэн шуурхай мэдээлэл өгөх авахЗамын-Үүд, Сүхбаатар дахь хилийн төлөөлөгч нарыг шаардлагтай мэдээ мэдээлэлээр тогтмол хангах, мэдээлэл авах","Тээврийн удирдлага, төмөр зам , олон улсын худалдаа, эдийн засгийн чиглэлээр дээд боловсрол эзэмшсэнТээвэр зуучийн байгууллагад ажиллаж байсан ажлын туршлагатай бол давуу тал болноКомпьютерийн хэрэглээний программуудыг сайн эзэмшсэнХятад хэлтэйОрос, англи хэлтэй бол давуу тал болно.",https://www.zangia.mn/job/_5mr_3fh+n3,Туушин ХХК
Хүний нөөцийн менежер,"3,000,000-3,500,000 ₮","ХН-ийн бүх функцийг бие даан хэрэгжүүлэхХН-ийн судалгаа, тайлан боловсруулахБодлого, журам боловсруулах, дата анализ хийх","Холбогдох чиглэлээр бакалавр түүнээс дээш зэрэгтэйМэргэжлээрээ 3-аас дээш жил ажилласан туршлагатайБодлого, журам боловсруулах, дата анализын ур чадвартайАнгли хэлний түвшин – ахисан дундаас дээш",https://www.zangia.mn/job/_ds4vs1qxvk,Тэнгэр Даатгал ХХК
Зохион байгуулагч /Улсын Их Дэлгүүр/,"2,100,000 - 2,500,000 ₮","Ажилтнуудын үндсэн үүргийн гүйцэтгэлд  хяналт тавих, мэргэжлийн удирдлагаар хангахБүтээгдэхүүний үзэсгэлэн, арга хэмжээ зохион байгуулахИргэд, хэрэглэгчидтэй харилцах, тэдний хүсэлт, санал бодлыг хүлээн авах, дэлгүүрийн өдөр тутмын үйл ажиллагааг тасралтгүй хэвийн явуулахад дэмжлэг үзүүлэхКомпанийн дотоод дүрэм, журмыг дагаж мөрдөх; үйлчилгээний стандартыг баримтлан ажиллах","Бакалаврын зэрэгтэйЗохион байгуулалтын туршлага, ур чадвартайХарилцааны чадвар сайтайБагаар ажиллах, хамтран ажиллах чадвартайКомпьютерийн хэрэглээний мэдлэгтэйАжлын хариуцлага, удирдлагын ур чадвартайСудалгаа, шинжилгээ хийх чадвартайБүтээлч сэтгэлгээтэй, шинэ санаа гаргах чадвартайКонтент хийдэг бол давуу талтай",https://www.zangia.mn/job/_3p+spv_v2k,Номин Холдинг
Өрмийн дээж угаагч /УКС22/,"2,500,000-3,000,000 ₮ | Тохиролцоно",Ажлын байрны тодорхойлолтын дагуу,- 2-с дээш жил ажилласан ажлын туршлагатай.- Хурдан шаламгай хөдөлгөөнтэй- Муу зуршилгүй- Харилцааны соёлтой- Багаар ажиллах чадвартай- Ажлын ачаалал даах чадвартай- Хөдөө орон нутагт ээлжээр ажиллах боломжтой,https://www.zangia.mn/job/_0lnld8p5jm,Илт Гоулд ХХК
Түгээлтийн менежер,"3,000,000-3,500,000 ₮","Түгээлтийн стратегийг төлөвлөх, оновчлохТүгээлтийн багийг удирдан чиглүүлэх, гүйцэтгэлийг сайжруулахБорлуулалт, түгээлтийн захиалгыг хувиарлан түгээлтэнд гаргах, түгээлтийн явц гүйцэтгэлд хяналт тавин, үр ашигтай зохицуулалт хийхТүгээлтийн жолооч, түгээгч нарыг хариуцан чиг үүргээр хангах, үйлчилгээний стандарт мөрдүүлэх,Агуулахын урсгал, нөөцийн менежментийг сайжруулах","Бизнес удирдлага, менежментийн чиглэлээр их дээд сургууль төгссөнЛогистик, борлуулалт, түгээлтийн салбарт 3+ жил ажилласан туршлагатайБүтээлч сэтгэлгээтэй, эерэг хандлагатайМанлайлах, асуудал шийдвэрлэх өндөр чадвартайТолгойтод байрлах агуулахад ажиллах боломжтой байх",https://www.zangia.mn/job/_ujm-81_jo9,БИШРЭЛТ ТРЕЙД
Бизнес хөгжлийн менежер,"4,500,000-5,000,000 ₮","Шинээр нэвтрүүлэх төсөл, хөтөлбөрийн зах зээл болон өрсөлдөгчийн судалгаа хийхКомпанийн бизнесийн цар хүрээг нэмэгдүүлэх хүрээнд шинэ бүтээгдэхүүн үйлчилгээний (гадаад&дотоод) судалгаа хийхГруппийн бизнесүүдийн зах зээлийн судалгаа хийж хагас жил тутамд танилцуулахХөрөнгө оруулалтын шинжилгээ хийж, үр ашгийг тодорхойлох, шийдвэр гаргахад дэмжлэг үзүүлэхДотоод болон Олон улс дахь макро орчны голлох үзүүлэлтийн хандлага, зах зээлийн судалгаа хийхВалютын ханшийн таамаглалд үндэслэн хэлбэлзлийн эрсдлээс сэргийлсэн арга хэмжээ авахГадаадын банк санхүүгийн байгууллагаас эх үүсвэр татах","Бизнесийн удирдлага, Эдийн засаг, Санхүү менежментийн ерөнхий чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй;Мэргэжлээрээ 3 ба түүнээс дээш жил ажилласан туршлагатай;Бизнесийн англи хэлний ахисан түвшний мэдлэг чадвартай;MS Excel, MS Word, MS PowerPoint, MS Project, MS Outlook, Microsoft Visio, Power BI, SPSS 29, Eviews 13, Project management програм (PMO) дээр ажиллах чадвартай;Стратегийн удирдлага, эдийн засгийн орчны шинжилгээ, санхүүгийн шинжилгээ хийх ур чадвартай;Багаар хамтран ажиллах болон харилцааны ур чадвартай;Аливаад суралцах хөгжих хүсэл эрмэлзэлтэй;",https://www.zangia.mn/job/_kqcexqpean,Таван Богд Групп
Хүний нөөцийн менежер,"3,000,000-3,500,000 ₮","Ажлын байрны шаардлагыг тодорхойлохАжилтнуудын сонгон шалгаруулалтыг зохион байгуулахАжилтнуудын сургалт, хөгжлийг төлөвлөх, хэрэгжүүлэхАжилтны гомдол, санал, хүсэлтийг хүлээн авч шийдвэрлэхАжилтныг үнэлэх, шагнал урамшуулал олгох үйл явцыг удирдахАжлын орчныг сайжруулах, багийн зохион байгуулалтыг дэмжихАжилтны мэдээллийн системийг удирдах, шинэчлэхХүний нөөцийн тайлан, статистик мэдээллийг бэлтгэх","Бакалаврын зэрэгтэй, хүний нөөцийн чиглэлээрХүний нөөцийн менежерт 3-4 жил ажилласан туршлагатайХувийн зохион байгуулалт, харилцааны өндөр чадвартайАжилтнуудтай харьцах, асуудлыг шийдвэрлэх чадвартайХууль эрх зүй, засаглал, codex-ын талаар мэдлэгтэйКомпьютерийн хэрэглээний программ дээр ажиллах чадвартайБагийн удирдлага, хамтын ажиллагааны чадвартай",https://www.zangia.mn/job/_rhshlq-e+q,Бүрэн скор ХХК
Барилгын талбайн нярав,"1,800,000-2,100,000 ₮","Хариуцсан объектын бараа материалын орлого, зарлагын үйл ажиллагаатай холбоотой бүх ажлыг хариуцан ажиллахСанхүүгийн анхан шатны баримт бүртгэн хөтөлж, тайлан гаргахХариуцсан объект дахь өмч хөрөнгийн бүрэн бүтэн байдлыг ханган, ажлын байрыг эмх цэгцтэй байлгахад анхаарч ажиллах","Их дээд сургууль төгссөн байх /нягтлан бодогч болон санхүүгийн чиглэлээр төгссөн бол давуу тал болно/Няраваар ажилласан ажлын туршлагагүй тохиолдолд сургаж авнаХувийн зохион байгуулалт сайтай, багаар ажиллах чадвартай, зөв хандлагатай байх",https://www.zangia.mn/job/_r1qsptqb_o,Алтай Групп
"Сантехник, халаалт агаар сэлгэлт хяналтын инженер","2,100,000-2,500,000 ₮","Төслүүдийн усан хангамж, ариутгах татуургын систем болон дулаан хангамж халаалт агаар сэлгэлтийн угсралтын ажилд хууль тогтоомж, ажлын болон аюулгүй ажиллагааны норм дүрэм, стандарт, зураг төсөл,  гэрээ, техникийн шаардлагыг мөрдүүлж ажлын  явц, ажлын  гүйцэтгэл болон ажилд хэрэглэгдэх материал,  технологид мэргэжлийн, чанарын болон гүйцэтгэлийн хяналт тавихАжилтай холбогдох болон дэд бүтцийн баримт бичгийн бүрдлийг хангах, шинэ санаачлага гаргахХариуцсан ажилтай холбогдох ажлын төлөвлөгөө, ажлын тайлан гаргах, хуралдаанд оролцох","Сантехник, усан хангамж, ариутгах татуурга эсвэл халаалт агаар сэлгэлтийн инженер чиглэлээр их, дээд сургууль төгссөн.Мэргэжлээрээ 1-с дээш жил ажилласан туршлагатайХариуцлага хүлээх чадвартай, хандлага сайтайТаныг олон жилийн туршлагатай, найрсаг хамт олон хүлээж байна.",https://www.zangia.mn/job/_05-3ac2r7r,Алтай Групп
График дизайнер,"3,000,000-3,500,000 ₮","Компанийн маркетингийн идэвхжүүлэлт, брэндингийн хүрээнд хийгдэх, сошиал контент болон бусад хэвлэлийн эх бэлтгэлтэй холбоотой ажлуудыг хийж гүйцэтгэхБрэндийн визуал дүр төрхийг хөгжүүлж, жигд байдлыг хадгалахСошиал медиа, вэбсайт, хэвлэмэл материал, реклам сурталчилгааны хэрэгсэл зэрэгт зориулсан дизайны шийдлүүдийг боловсруулахШинэ санаа, чиг хандлагыг судалж, багтаа санал болгох замаар бүтээлч байдлыг дэмжихКомпани болон бүтээгдэхүүн үйлчилгээний брэндинг, зорилго, онцлогт тулгуурлан ажлын байрны тодорхойлолтод заагдсан бусад чиг үүргийн дагуу ажиллах","График дизайн чиглэлээр их дээд сургууль төгссөнAdobe Creative Suite (Photoshop, Illustrator, InDesign гэх мэт)-ийг программууд дээр ажиллах чадвартайБагаар ажиллах чадвартай, хурдан шуурхай, шинэ санал санаачлагатайХэвлэлийн эх бэлтгэл, постер зэргийг богино хугацаанд хийх чадвартайВидео шторк, эвлүүлэг хийх чадвартай бол давуу тал болно",https://www.zangia.mn/job/_128hfe390l,БИШРЭЛТ ТРЕЙД
Оффис Менежер,"1,800,000-2,100,000 ₮","Компанийн харилцаа холбооны хэрэгслийн тасралтгүй байдлыг хангаж, ирсэн, явсан бичгийн бүрдлийг хийх;Гадны зочдыг хүлээн авах, чиглүүлэх, мэдээллээр хангах;Оффисын ашиглалт, бүрэн бүтэн байдалд хяналт тавих, сайжруулах;Оффисын өнгө үзэмж, тохижилтыг сайжруулах, хяналт тавих, дэг журмыг хангаж ажиллах;Компанийн бичиг хэргийн материалын захиалга авч, шаардлагатай худалдан авалтуудыг хийх;Компани дээр зохиогдож буй хурал, уулзалтын арга хэмжээний бэлтгэл ажлыг хангах, хариуцахШууд удирдлагаас өгсөн үүрэг даалгаврыг цаг алдалгүй, шуурхай гүйцэтгэхХүний нөөцийн албаны үйл ажиллагаанд дэмжлэг үзүүлж ажиллах","Бизнесийн удирдлага, менежмент, эрх зүйн чиглэлээр бакалавраас дээш зэрэгтэйЭмх цэгцтэйЦаг баримталдагАрхив, бичиг хэргийн ашиглалтын талаар мэдлэгтэй, түүнийг хэрэгжүүлэх чадвартайБагаар ажиллах чадвартай, шинэ зүйлд санаачлагатай ханддаг, эерэг хандлагатайНягт нямбай хариуцлагатай, хувийн зохион байгуулалт сайтай, идэвх санаачлагатай, харилцааны өндөр соёлтой, ёс зүйтэй.Ажлыг төлөвлөх, гүйцэтгэх, тайлагнах чадвартайШинэ төгсөгч байж болно.",https://www.zangia.mn/job/_3_7pxzi2oy,Нано Интернэйшнл ХХК
